method,step_nm,rms_nm,sample_reflectivity,sample_visibility_scale,coherence_model,incidence_cos,coherence_class,coherence_quant,lambda_class_nm,lambda1_nm,lambda2_nm,lambda_eff_um,class_visibility,class_visibility_eff,class_photons_per_pixel,class_photons_per_pixel_eff,class_mean_counts_per_pixel_frame,crlb_phi_rad_mean,crlb_phi_rad_median,crlb_phi_rad_p90,crlb_h_nm_mean,crlb_h_nm_median,crlb_h_nm_p90,quant_interferometer,quant_detector_model,quant_visibility,quant_visibility_eff,quant_pairs_per_pixel,quant_pairs_per_pixel_eff,gate_time_s,tau_c_s,eta1,eta2,dark1_hz,dark2_hz,phase_step_sigma_deg,deadtime1_s,deadtime2_s,background_drift_frac,amplitude_drift_frac,normalize_frames,hybrid_smooth_sigma_px,recon,rep,Sa_true_nm,Sq_true_nm,Sz_true_nm,Sa_est_nm,Sq_est_nm,Sz_est_nm,bias_Sa_nm,bias_Sq_nm,bias_Sz_nm,rmse_h_nm,step_est_nm,step_err_nm,quant_mean_counts_per_pixel_frame,crlb_phi_coarse_rad_median,crlb_h_coarse_nm_median,quant_target_mean_counts,quant_target_mean_counts_eff,su11_gain
quant_noon2,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,0.405,0.85,0.02391119201752849,80000.0,80000.0,79998.85850524902,0.10124244969339732,0.10013971602332974,0.11485906462294382,3.262930354685938,3.227390487998651,3.701778548464723,noon2,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,3,64.69882142805872,79.9962728428014,496.99731553182613,64.76907975390311,80.07438433175724,504.1458738192506,0.07025832584439921,0.07811148895584502,7.148558287424502,3.285329600556783,3.5733977777649346,3.5733977777649346,29999.01890563965,nan,nan,30000.0,30000.0,0.0
hybrid_noon2,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,0.405,0.85,0.02391119201752849,80000.0,80000.0,79998.85850524902,0.21374882425485628,0.20415900231008294,0.2755658424481627,9.049102401424157,8.643115228899596,11.666139148793404,noon2,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,3,64.69882142805872,79.9962728428014,496.99731553182613,64.99905059938527,80.43754062288401,520.4381986886406,0.30022917132655463,0.4412677800826156,23.440883156814415,9.087937488225768,2.5091073464013007,2.5091073464013007,29999.01890563965,0.10013971602332974,3.227390487998651,30000.0,30000.0,0.0
classical,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,655.2899999999507,0.85,0.02391119201752849,80000.0,80000.0,80001.6263885498,0.21400730797219236,0.2041665271891782,0.2757111861893151,9.060045365136023,8.643433796272907,11.672292307304003,-,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,4,64.64017692465141,79.88821086621266,496.3154119796947,65.01549340932489,80.33833995531047,504.9245120011308,0.37531648467347983,0.4501290890978196,8.609100021436062,8.990765680609707,-16.523606266901034,-16.523606266901034,,,,,,
quant_noon2,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,0.405,0.85,0.02391119201752849,80000.0,80000.0,80001.6263885498,0.10147253702208275,0.10039482881349385,0.11522965579623992,3.2703458106658148,3.235612486472768,3.7137222854267242,noon2,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,4,64.64017692465141,79.88821086621266,496.3154119796947,64.65669383408095,79.929489032519,498.21012799198587,0.016516909429547245,0.041278166306339126,1.8947160122911166,3.2580994498972133,-17.245102631934245,-17.245102631934245,30000.81706237793,nan,nan,30000.0,30000.0,0.0
hybrid_noon2,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,0.405,0.85,0.02391119201752849,80000.0,80000.0,80001.6263885498,0.21400730797219236,0.2041665271891782,0.2757111861893151,9.060045365136023,8.643433796272907,11.672292307304003,noon2,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,4,64.64017692465141,79.88821086621266,496.3154119796947,65.0154934093249,80.33833995531047,504.9245120011309,0.37531648467349304,0.4501290890978196,8.609100021436166,8.990765680609705,-16.523606266901066,-16.523606266901066,30000.81706237793,0.10039482881349385,3.235612486472768,30000.0,30000.0,0.0
classical,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,655.2899999999507,0.85,0.02391119201752849,80000.0,80000.0,80000.17610168457,0.21400217940683106,0.2043619396499333,0.2759380164397307,9.059828246219517,8.651706624785774,11.68189521469265,-,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,5,63.83196241206738,78.72142622258168,497.24798357818315,64.28887303231075,79.29827698770528,504.9519418427837,0.4569106202433761,0.576850765123595,7.703958264600501,9.023916898158637,-16.215916040412594,-16.215916040412594,,,,,,
quant_noon2,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,0.405,0.85,0.02391119201752849,80000.0,80000.0,80000.17610168457,0.10123313976195492,0.1001316907104211,0.11498187064708548,3.2626303060601343,3.2271318411842485,3.7057364485859043,noon2,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,5,63.83196241206738,78.72142622258168,497.24798357818315,63.87961644514558,78.77225779630241,497.506152014791,0.047654033078202,0.05083157372073417,0.2581684366077933,3.2710999835070718,-15.943440597485944,-15.943440597485944,30000.128997802734,nan,nan,30000.0,30000.0,0.0
hybrid_noon2,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,0.405,0.85,0.02391119201752849,80000.0,80000.0,80000.17610168457,0.21400217940683106,0.2043619396499333,0.2759380164397307,9.059828246219517,8.651706624785774,11.68189521469265,noon2,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,5,63.83196241206738,78.72142622258168,497.24798357818315,64.28887303231075,79.29827698770528,504.95194184278347,0.4569106202433761,0.576850765123595,7.703958264600288,9.023916898158637,-16.215916040412576,-16.215916040412576,30000.128997802734,0.1001316907104211,3.2271318411842485,30000.0,30000.0,0.0
classical,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,655.2899999999507,0.85,0.02391119201752849,80000.0,80000.0,79998.9992980957,0.21484368446505187,0.20475754705911392,0.2775363116926213,9.09545354366713,8.668454749454611,11.749559387637397,-,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,6,64.00824378958805,79.81191698851954,520.6375093880803,64.51433111804782,80.4123659661831,548.3065834883434,0.5060873284597655,0.6004489776635621,27.669074100263195,9.068896598896481,-3.5998489577353077,-3.5998489577353077,,,,,,
quant_noon2,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,0.405,0.85,0.02391119201752849,80000.0,80000.0,79998.9992980957,0.10120166944649539,0.10007303729160663,0.11486842821062108,3.2616160531662604,3.2252415074237026,3.702080326370665,noon2,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,6,64.00824378958805,79.81191698851954,520.6375093880803,64.06642382860625,79.88469446405358,525.7593050319224,0.058180039018192936,0.07277747553403924,5.121795643842166,3.2462162863164314,-4.066835666390853,-4.066835666390853,29999.38804626465,nan,nan,30000.0,30000.0,0.0
hybrid_noon2,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,0.405,0.85,0.02391119201752849,80000.0,80000.0,79998.9992980957,0.21484368446505187,0.20475754705911392,0.2775363116926213,9.09545354366713,8.668454749454611,11.749559387637397,noon2,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,6,64.00824378958805,79.81191698851954,520.6375093880803,64.5143311180478,80.4123659661831,548.3065834883433,0.5060873284597522,0.6004489776635621,27.66907410026309,9.068896598896481,-3.599848957735289,-3.599848957735289,29999.38804626465,0.10007303729160663,3.2252415074237026,30000.0,30000.0,0.0
classical,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,655.2899999999507,0.85,0.02391119201752849,80000.0,80000.0,80000.42141723633,0.21393652706342473,0.204473625255696,0.27577377576472467,9.057048840155186,8.65643485890278,11.674942050427116,-,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,7,64.103334789993,79.63279081774465,493.21196767035946,64.33665651366566,80.04766653492828,513.6074156225105,0.23332172367265627,0.41487571718363414,20.39544795215106,8.99815738373166,-7.401457714429468,-7.401457714429468,,,,,,
quant_noon2,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,0.405,0.85,0.02391119201752849,80000.0,80000.0,80000.42141723633,0.10111106990648411,0.10010034918628388,0.11477543900481695,3.2586961318277443,3.226121739089928,3.6990833887896875,noon2,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,7,64.103334789993,79.63279081774465,493.21196767035946,64.12590876197372,79.70859619547957,491.9971005190297,0.022573971980721984,0.07580537773491279,-1.2148671513297635,3.2747636776640863,-7.6038816723660645,-7.6038816723660645,30000.16226196289,nan,nan,30000.0,30000.0,0.0
hybrid_noon2,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,0.405,0.85,0.02391119201752849,80000.0,80000.0,80000.42141723633,0.21393652706342473,0.204473625255696,0.27577377576472467,9.057048840155186,8.65643485890278,11.674942050427116,noon2,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,7,64.103334789993,79.63279081774465,493.21196767035946,64.33665651366564,80.04766653492827,513.6074156225105,0.23332172367264303,0.41487571718362093,20.39544795215106,8.998157383731659,-7.4014577144294496,-7.4014577144294496,30000.16226196289,0.10010034918628388,3.226121739089928,30000.0,30000.0,0.0
classical,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,655.2899999999507,0.85,0.02391119201752849,80000.0,80000.0,79999.03559875488,0.21427409560930258,0.20475726135518035,0.27512802850212886,9.071339877075728,8.668442654117197,11.647604201318288,-,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,8,62.863164559627535,78.96757030862183,543.477455814894,63.368951377454394,79.55651615658867,570.417732901398,0.5057868178268634,0.5889458479668459,26.940277086504086,9.033077193827095,-7.3776682704035,-7.3776682704035,,,,,,
quant_noon2,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,0.405,0.85,0.02391119201752849,80000.0,80000.0,79999.03559875488,0.10114758313252689,0.10017378033680052,0.11456772106963188,3.2598729120613648,3.2284883425327116,3.692388873218594,noon2,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,8,62.863164559627535,78.96757030862183,543.477455814894,62.94686098147508,79.05619690233512,547.5356922063027,0.08369642184755237,0.08862659371329343,4.058236391408636,3.274593651359896,-6.853765866897153,-6.853765866897153,29999.450576782227,nan,nan,30000.0,30000.0,0.0
hybrid_noon2,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,0.405,0.85,0.02391119201752849,80000.0,80000.0,79999.03559875488,0.21427409560930258,0.20475726135518035,0.27512802850212886,9.071339877075728,8.668442654117197,11.647604201318288,noon2,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,8,62.863164559627535,78.96757030862183,543.477455814894,63.368951377454394,79.55651615658867,570.417732901398,0.5057868178268634,0.5889458479668459,26.940277086504086,9.033077193827095,-7.377668270403538,-7.377668270403538,29999.450576782227,0.10017378033680052,3.2284883425327116,30000.0,30000.0,0.0
classical,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,655.2899999999507,0.85,0.02391119201752849,80000.0,80000.0,79999.48063659668,0.21464448561744753,0.2043740509716595,0.27834860303003883,9.087020417653447,8.652219360193321,11.78394791593787,-,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,9,63.58644271620053,79.33494372303691,582.1652103988696,64.08077459607426,79.94339854465089,580.3628819465848,0.4943318798737387,0.6084548216139719,-1.8023284522847869,9.103939143633303,-7.733865347242863,-7.733865347242863,,,,,,
quant_noon2,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,0.405,0.85,0.02391119201752849,80000.0,80000.0,79999.48063659668,0.10119045130970022,0.10014069528349549,0.11506261636077711,3.2612545052268063,3.227422048453081,3.708338792178074,noon2,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,9,63.58644271620053,79.33494372303691,582.1652103988696,63.63644955588428,79.39781750538005,585.3041969480769,0.05000683968375758,0.0628737823431298,3.138986549207257,3.254563845985223,-7.571253416848574,-7.571253416848574,29999.754196166992,nan,nan,30000.0,30000.0,0.0
hybrid_noon2,0.0,80.0,1.0,1.0,rayleigh,1.0,0.028130814138268814,0.2138907659724164,532.0,810.0,809.0,0.405,0.85,0.02391119201752849,80000.0,80000.0,79999.48063659668,0.21464448561744753,0.2043740509716595,0.27834860303003883,9.087020417653447,8.652219360193321,11.78394791593787,noon2,rates,0.6,0.12833445958344983,30000.0,30000.0,0.001,2e-08,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,9,63.58644271620053,79.33494372303691,582.1652103988696,64.08077459607428,79.94339854465089,580.3628819465848,0.49433187987375193,0.6084548216139719,-1.8023284522847869,9.103939143633303,-7.733865347242882,-7.733865347242882,29999.754196166992,0.10014069528349549,3.227422048453081,30000.0,30000.0,0.0
