method,step_nm,rms_nm,sample_reflectivity,sample_visibility_scale,coherence_model,incidence_cos,lambda_class_nm,lambda1_nm,lambda2_nm,lambda_eff_um,phase_step_sigma_deg,background_drift_frac,amplitude_drift_frac,normalize_frames,hybrid_smooth_sigma_px,recon,n,rmse_h_nm_mean,rmse_h_nm_std,bias_Sa_nm_mean,bias_Sa_nm_std,bias_Sq_nm_mean,bias_Sq_nm_std,bias_Sz_nm_mean,bias_Sz_nm_std,step_err_nm_mean,step_err_nm_std
classical,0.0,50.0,1.0,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,1.4328436026262823,0.00746637224518444,0.016677739439422606,0.007858775725672132,0.020474878137614123,0.007911950841202452,0.8178438691304573,1.9281099764080962,-3.0768335294416187,4.779641920263261
classical,0.0,50.0,1.0,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,1.005913570525454,0.005135047322264795,0.004891711070743052,0.006425574382774239,0.008924932646946533,0.005730651375748618,0.9086778328453379,1.2101304490308553,-3.114777861018195,4.771989507271983
classical,0.0,80.0,0.2,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,269.5712452068669,13.175577073478763,145.79524501840552,12.492723150389143,197.05013111999315,14.272848909169223,1695.2439965543203,171.89704512570094,-64.04601506268143,269.71594563139894
classical,0.0,80.0,0.2,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,113.68285598829816,18.01386548899166,36.686369559793036,12.370718933900132,57.95252405073012,15.744239744400582,751.1710144728664,207.4113159325243,-2.655999252501892,112.2817241657325
classical,0.0,80.0,0.5,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,90.55119177645469,14.335731221113141,23.401632873298475,8.247041469291252,39.68845592637697,10.70075747312065,566.5098822930527,85.92264550084958,1.0098917291751452,16.42404870893271
classical,0.0,80.0,0.5,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,14.758192277823676,2.8170683694555936,1.019021036693411,0.37037986353069613,1.396590377986216,0.6921687065544105,53.830444584919064,47.92138061996571,-4.788809522135242,7.30802737894943
classical,0.0,80.0,1.0,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,16.238360118146666,4.453940448263729,1.1334054472722257,0.4791690620597131,1.7510335983215093,1.004162013112901,84.90303074533169,80.03028812341036,-4.872875996720424,7.860379276274171
classical,0.0,80.0,1.0,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,9.050412215900444,0.04002031491303793,0.40485645590355707,0.08934194689213713,0.5292927247183397,0.08130286875216369,14.261193988675796,9.968752219324193,-4.920516267816172,7.638810485865512
classical,0.0,120.0,0.2,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,679.2273711000065,34.94698046395428,416.2236969543081,26.20106812220455,549.1013086988352,34.77210755858535,4327.913871255103,676.9763277973568,157.25445710688888,614.5438922438547
classical,0.0,120.0,0.2,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,647.7054890462566,40.9081243482109,393.4285322297647,33.570513110567916,516.0580681361723,41.55152638299855,4188.730948456688,645.948687525414,-269.22091664909857,328.3501476368937
classical,0.0,120.0,0.5,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,647.3087048206886,25.573401836294774,392.12280356508563,20.860553982526152,516.4446306998555,25.185500245919297,4169.839599970542,252.60523441513212,-27.89936700345377,542.0843099994036
classical,0.0,120.0,0.5,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,683.847855919901,41.80362370693571,423.47510223431993,32.985158948514794,553.9863215747616,39.759506579947654,4357.2235207971335,522.4730777681336,97.21912879563939,513.2232429053088
classical,0.0,120.0,1.0,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,655.1600068358921,41.76296066300353,400.309539028456,34.92475417021528,523.6566855330035,42.241283358206196,4114.617997949762,521.8939724414619,-139.25318067485063,501.2381563624026
classical,0.0,120.0,1.0,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,636.6663997704097,35.24795172353943,384.9166107350696,28.472979100533806,504.77320890998743,36.753392443450096,4139.5958730918055,761.2800344377738,-135.54615720384803,502.81209375396026
hybrid_diff,0.0,20.0,0.2,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,488.38391517307184,9.080920673841305,369.7248340069936,9.163443657663638,468.95925476547444,9.08252941128635,3762.3497637472055,291.6357918086584,2.356878394234484,6.744855369293877
hybrid_diff,0.0,20.0,0.2,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,344.16019143541314,7.277772448444594,251.58275054540837,8.045674998669387,324.79403211865554,7.210084143906708,2525.8155804566036,133.6340923863929,3.099497767534997,4.278434285598064
hybrid_diff,0.0,20.0,0.5,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,313.89535317050223,7.422528723470209,225.11942454676696,7.513123402118257,294.56605016223705,7.343952816055127,2394.302248320778,197.61663592977908,0.9168538423988751,4.267107393048357
hybrid_diff,0.0,20.0,0.5,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,224.271529884841,3.516563201975457,148.54577522977485,3.8820655165567604,204.88002569604382,3.2311085856894266,1625.0660108815268,131.49023988148713,-0.0008344195722551184,2.8727796044213685
hybrid_diff,0.0,20.0,1.0,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,226.48179276084448,3.6978252741324282,151.02380292747767,4.54484014995949,207.49064985123442,3.4410373611769556,1614.595345566685,110.65609690636924,-1.648928879640567,4.736677232358016
hybrid_diff,0.0,20.0,1.0,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,166.94478594682104,2.010841260306492,95.60518593853169,2.441655680365542,147.9823139910462,1.6601879761347762,1199.3500057651995,90.51726162854166,-1.7303064784076425,3.5765579946675885
hybrid_diff,0.0,50.0,0.2,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,801.1722611538705,11.317004481852564,597.7231236421151,10.493270361784958,752.5160077881304,11.016510774057279,6338.153191618,573.801736732277,-4.267726319361588,58.01995860633109
hybrid_diff,0.0,50.0,0.2,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,562.2984730727371,9.30594356346537,407.14170909468714,8.266619617385631,514.5087861703323,8.690318889319835,4215.187275584687,434.4460616839247,6.564832494827561,23.053445900424673
hybrid_diff,0.0,50.0,0.5,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,510.66562989309404,10.980834500706534,364.6729010903833,9.336380541703171,462.49151499856026,10.18336890412738,3777.9887169294866,340.6259908220281,5.426396207424968,16.26610862346387
hybrid_diff,0.0,50.0,0.5,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,360.7490889725398,4.902660122669062,245.929862716547,4.652116093233979,313.56905462871583,4.912325534800249,2643.4384473607033,187.84146671970043,1.2360832646639488,8.840561790898875
hybrid_diff,0.0,50.0,1.0,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,364.8539014816321,6.727856289513367,249.39239430567673,5.174157320269483,318.93611156143623,6.738936142290458,2645.802344137102,224.5034932093516,-13.553514227218509,17.732124172928135
hybrid_diff,0.0,50.0,1.0,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,260.1181922238603,3.5583697960526433,163.9663987991397,3.7407185315360483,214.60059647057022,3.893129575795089,1796.6859067113048,189.28356440060443,-7.664551145890175,12.980911576770513
hybrid_diff,0.0,80.0,0.2,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,2076.7913460152818,46.90601260457297,1590.021306556129,37.444723659445884,1999.5769239278702,48.25813994275368,15835.516077673159,1102.7696819724167,91.00548004193583,125.45033151918979
hybrid_diff,0.0,80.0,0.2,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,1424.5409793961771,32.31884489722486,1068.767597074265,25.170282669482972,1346.5476538715768,32.87978016280196,10946.585303008153,891.5401497342498,-17.12621003414189,79.28101080972542
hybrid_diff,0.0,80.0,0.5,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,1304.205679335093,32.73588727216697,974.2738599490862,25.84873990563861,1226.512956837791,32.60642555451522,10039.263211724432,777.443203989897,61.26922460497401,73.38757060694601
hybrid_diff,0.0,80.0,0.5,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,903.9148617699714,17.373476688620674,655.9399914623698,14.579041674945382,827.379468028935,16.62232912086329,7049.048928992512,599.5025101883564,24.95500238508567,29.908564399282618
hybrid_diff,0.0,80.0,1.0,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,926.7029976540776,13.457722784062115,673.2689894529427,11.210739708882656,849.046044452476,11.780956371606223,7089.942349878559,459.072943808646,-40.76172244392641,65.17285095396575
hybrid_diff,0.0,80.0,1.0,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,644.9825704680316,12.62719140575099,450.72761616958394,10.676122716292836,569.2289120663596,11.727681467480005,4966.885568892061,822.3344097752332,-11.590426198322126,53.240748706697
hybrid_diff,0.0,120.0,0.2,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,328753.0188654122,40420.68522978419,263951.2974300285,38757.40463895392,328632.7572424,40423.765038291065,2145909.997434343,295518.16431339254,26948.832694554447,529362.0182144602
hybrid_diff,0.0,120.0,0.2,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,212965.801734523,21068.152848462236,164853.7616274607,16172.501293881434,212844.94109457504,21070.97215781753,1449474.1430868292,211862.94421410913,66338.11267182449,280744.81516803405
hybrid_diff,0.0,120.0,0.5,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,212453.06544029614,23982.84032275639,167093.61475441707,20317.973077296258,212338.9731728939,23987.375239192508,1388542.0616979387,177764.41058683523,-145894.14597782053,320972.52161586966
hybrid_diff,0.0,120.0,0.5,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,101869.44386258948,18195.71871017583,77522.90067764913,15651.380446617763,101744.14455290939,18197.435324342303,699320.2238156752,106206.98688609771,19630.79998235283,124844.57455142606
hybrid_diff,0.0,120.0,1.0,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,117074.30221394729,21171.131831840656,90466.25556232258,18389.262158172696,116951.890918398,21170.910954097464,806208.48578894,141332.51254303308,44106.710758393296,157896.12869053334
hybrid_diff,0.0,120.0,1.0,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,34219.733193431486,3710.810017245709,20467.076613788984,2304.728630461376,34101.60803881371,3712.277526022378,295831.884174887,62738.892580501495,-546.425149134807,1455.0329448275027
hybrid_noon2,0.0,20.0,0.2,0.7,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,0.9923060411055922,0.00578972917917123,0.019192524031875706,0.005448792888768486,0.024222100051491734,0.006651928418401912,0.6122474953568522,1.158621243065727,-1.2762760977244374,1.8937876152886266
hybrid_noon2,0.0,20.0,0.2,1.0,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,0.6937910567563181,0.0033673490530619385,0.008972198835765147,0.00631327863848572,0.011601984624370308,0.005748316236288239,0.1837320681415257,0.7940961841938152,-1.279410504852671,1.9057773385042431
hybrid_noon2,0.0,20.0,0.5,0.7,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,0.6289041006288784,0.004119462710224667,0.00769577199919721,0.0038261642209481425,0.009125700282759431,0.00359999434618568,0.889673748284322,0.4726698798059961,-1.2539143970206361,1.9249992493432946
hybrid_noon2,0.0,20.0,0.5,1.0,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,0.43966978164401754,0.0024319043908782798,0.003596496728707461,0.002874118504763144,0.004902610802362153,0.0020869040955696014,0.29965199662523706,0.4764741869834028,-1.247451178088093,1.9499782253303029
hybrid_noon2,0.0,20.0,1.0,0.7,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,0.4446496113381258,0.0013785193319908902,0.001725093655351989,0.003115335485802372,0.0034200249509879583,0.0031813240506812683,0.3361998854344953,0.511557852135918,-1.270866472596468,1.905420563221076
hybrid_noon2,0.0,20.0,1.0,1.0,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,0.3102529672776783,0.0019899717544987153,0.001258301331631508,0.0015429399809710486,0.0013532075980214292,0.0017555378279202427,0.4485310851492487,0.4525737577906876,-1.2608863460857849,1.9129883317526595
hybrid_noon2,0.0,50.0,0.2,0.7,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,3.214325609081404,0.015839368339641093,0.08580837712448762,0.025286031231772407,0.11259011704460357,0.026289410149015476,5.192706250944892,3.0024255567951106,-3.168597716028576,4.808093332776122
hybrid_noon2,0.0,50.0,0.2,1.0,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,2.2415838084215935,0.011022063999610789,0.03649673331904051,0.013661687793632846,0.04824334505116913,0.01838201099667906,2.886126049586534,3.070302890075561,-3.1182239647795997,4.740721454591709
hybrid_noon2,0.0,50.0,0.5,0.7,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,2.0297366668021244,0.0059448969344455165,0.0292584095524016,0.009788247298871473,0.035841876750636374,0.009201634031419792,2.1408973269203284,2.4077989095890495,-3.1426516522556005,4.830805180162216
hybrid_noon2,0.0,50.0,0.5,1.0,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,1.4229148036914971,0.008340923005073561,0.01444474376605058,0.010157087527070435,0.014719507262588263,0.008553076932315034,0.554248696181957,1.473318825924377,-3.1927816105547526,4.840359760770504
hybrid_noon2,0.0,50.0,1.0,0.7,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,1.4328436026262823,0.007466372245184367,0.016677739439422606,0.007858775725670059,0.020474878137614123,0.007911950841202452,0.8178438691304415,1.9281099764081018,-3.07683352944162,4.779641920263258
hybrid_noon2,0.0,50.0,1.0,1.0,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,1.005913570525454,0.005135047322264747,0.004891711070743052,0.006425574382774239,0.008924932646947195,0.005730651375749224,0.9086778328453432,1.2101304490308542,-3.114777861018199,4.7719895072719805
hybrid_noon2,0.0,80.0,0.2,0.7,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,35.9950970858914,2.730332914707296,5.452038135171529,0.4935936933887467,7.066161454256405,0.7797007027890226,118.54679202862778,13.28518749131861,-4.329473731790767,6.706283079062364
hybrid_noon2,0.0,80.0,0.2,1.0,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,24.063610523105563,1.391412482449972,2.5706419153185687,0.14918582686575207,3.3167089282863236,0.27547123012355984,66.818164580649,22.619777761911106,-4.519879816837962,7.378239468052222
hybrid_noon2,0.0,80.0,0.5,0.7,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,21.226352978695086,0.7062578738881568,2.0329097601802184,0.11627176380791429,2.5944034416042494,0.1651247043087124,60.42938288371961,20.55750069595549,-4.603279484738826,7.764708600567555
hybrid_noon2,0.0,80.0,0.5,1.0,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,13.294831924066363,0.10497230650610374,0.8589130931383023,0.11970604056295348,1.0688951446442008,0.11093293079265967,30.575095043636264,14.423760444426973,-4.908661444839281,7.3946944679566124
hybrid_noon2,0.0,80.0,1.0,0.7,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,13.450655064240337,0.11669760785652877,0.8703227362363339,0.1104018406378371,1.1495826569413032,0.0839057952860875,31.03945564795554,17.296247433660074,-5.1487399597293635,7.571236607640227
hybrid_noon2,0.0,80.0,1.0,1.0,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,9.050412215900444,0.04002031491303843,0.40485645590355707,0.08934194689214144,0.5292927247183383,0.08130286875216557,14.261193988675766,9.96875221932418,-4.920516267816178,7.638810485865513
hybrid_noon2,0.0,120.0,0.2,0.7,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,250.03008655539696,39.50304366435026,91.2532073757036,37.45458795869882,116.28178115126238,44.93741760811095,885.2050307044055,246.8656206598299,-39.74832036945505,307.1600893971379
hybrid_noon2,0.0,120.0,0.2,1.0,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,224.9027884328155,42.27737472171598,78.74078650914876,35.22135836086901,98.42629764267913,41.39750477711974,678.7115148899109,200.1070710113398,95.20601521189768,287.00665100950187
hybrid_noon2,0.0,120.0,0.5,0.7,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,224.16664166472782,20.378290124438166,81.09413664661561,18.476375514706355,103.43672291585594,21.530439583060623,762.8917955486373,202.14136776448748,75.58005752777046,234.91227201887398
hybrid_noon2,0.0,120.0,0.5,1.0,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,154.64383391012922,11.491983574707387,39.74710953005229,8.015078534741905,50.70075123479541,9.880096255977502,458.4608514788879,116.21765199644143,65.25312111965756,172.9818947731178
hybrid_noon2,0.0,120.0,1.0,0.7,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,164.13731622848576,30.19728815267793,46.19527735115955,22.840052381405343,59.38847274436648,26.185310405152965,515.8563322158315,122.10635485463725,-16.054754854133865,184.3433809656945
hybrid_noon2,0.0,120.0,1.0,1.0,rayleigh,1.0,532.0,810.0,809.0,0.405,0.0,0.0,0.0,0,1.5,psi4,10,109.60680179509582,11.815822826423775,21.96674136703001,7.097271913782942,28.18513754051336,9.462679549442743,267.0845001193558,124.43842336975399,-10.007571955966204,83.36744100939165
quant_diff,0.0,20.0,0.2,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,2497.1155610363057,12.515836558179133,1977.0468832654296,9.647995595461474,2477.3270070366025,12.459741756150063,19827.036705581915,1196.2890702443265,3.7196202244482075,49.73761596164207
quant_diff,0.0,20.0,0.2,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,1740.4727679112445,9.404372187718328,1371.5169287354665,9.091842291733654,1720.7083762195725,9.341969325344566,13569.749166665646,505.7260960426403,6.446283664325887,33.19893161069107
quant_diff,0.0,20.0,0.5,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,1575.2503734156512,9.70236990179923,1240.1397880953057,8.345618752489223,1555.4988657121373,9.562905089530753,12456.558187492656,614.7890236470423,0.690794926315003,23.42624620430501
quant_diff,0.0,20.0,0.5,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,1100.048244522596,7.10176644404205,862.5479820209355,5.491619941985942,1080.282043092154,7.069149697226332,8614.70197256447,493.13925859364457,6.009669200930193,12.713912498090314
quant_diff,0.0,20.0,1.0,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,1113.3495466771901,3.9234033256112975,872.716712032164,4.112993750685557,1093.6858362319058,3.8730657764991028,8639.361103828101,452.4233966772306,-3.812802853728832,23.722657444945728
quant_diff,0.0,20.0,1.0,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,779.4544139973976,3.3465742258186264,606.1033797052238,2.3984568706953464,759.8016818589871,3.2823115604075284,6269.546914341814,260.15343463934204,-6.364623638423323,14.080599937838477
quant_diff,0.0,50.0,0.2,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,4142.448987532474,18.637071088426893,3262.967762912667,15.874199224454248,4092.946526242044,18.681043074426622,33016.424764256284,1262.633533153241,2.9055344457871826,92.92808962504866
quant_diff,0.0,50.0,0.2,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,2895.5989700816563,19.118388865327013,2268.908975378049,15.433483162560188,2846.305001465197,18.873113612233887,23004.461670599198,1028.3920107545255,14.213012267947263,58.277420351930154
quant_diff,0.0,50.0,0.5,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,2611.912927147727,13.411422380044382,2046.3332500711372,9.167988845815326,2562.5675968850423,13.562040221652259,20903.87921961896,1120.5230545936301,5.259319718691548,35.81846307667522
quant_diff,0.0,50.0,0.5,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,1832.8070608991725,7.125278748342696,1422.4053377835958,6.611735201103763,1783.722131578684,7.026056674390405,14274.222524921523,422.0354471579567,8.634529813953131,24.09530948344055
quant_diff,0.0,50.0,1.0,0.7,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,1847.007533254553,13.809685895099872,1433.8155737020907,11.740239589829192,1798.1744373114066,13.609932270246953,14208.113134881822,685.4769162028003,-18.81851924017738,44.46106506821316
quant_diff,0.0,50.0,1.0,1.0,rayleigh,1.0,532.0,810.0,809.0,655.2899999999507,0.0,0.0,0.0,0,1.5,psi4,10,1290.588485544617,6.656248016991882,990.6511360109505,5.364213893601809,1241.9080152020654,6.562895718300598,9828.324614446092,449.9170433134966,-2.4623234393297175,13.19085018432954
