method,step_nm,rms_nm,sample_reflectivity,sample_visibility_scale,coherence_model,incidence_cos,coherence_class,coherence_quant,lambda_class_nm,lambda1_nm,lambda2_nm,lambda_eff_um,class_visibility,class_visibility_eff,class_photons_per_pixel,class_photons_per_pixel_eff,class_mean_counts_per_pixel_frame,crlb_phi_rad_mean,crlb_phi_rad_median,crlb_phi_rad_p90,crlb_h_nm_mean,crlb_h_nm_median,crlb_h_nm_p90,quant_interferometer,quant_detector_model,quant_visibility,quant_visibility_eff,quant_pairs_per_pixel,quant_pairs_per_pixel_eff,gate_time_s,tau_c_s,eta1,eta2,dark1_hz,dark2_hz,phase_step_sigma_deg,background_drift_frac,amplitude_drift_frac,normalize_frames,hybrid_smooth_sigma_px,recon,rep,Sa_true_nm,Sq_true_nm,Sz_true_nm,Sa_est_nm,Sq_est_nm,Sz_est_nm,bias_Sa_nm,bias_Sq_nm,bias_Sz_nm,rmse_h_nm,step_est_nm,step_err_nm,quant_mean_counts_per_pixel_frame,crlb_phi_coarse_rad_median,crlb_h_coarse_nm_median,quant_target_mean_counts,quant_target_mean_counts_eff,su11_gain
classical,0.0,20.0,1.0,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,80000.0,79999.93424987793,0.007259498724978718,0.0072656074092597184,0.007377637939435589,0.3073324383156135,0.3075910507771765,0.3123338873433255,-,simple,0.6,0.544864173470646,30000.0,30000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,2,16.086296615612845,19.922118801354785,127.29597057267604,16.087776740248813,19.924625352637914,127.667682684154,0.0014801246359701348,0.0025065512831299705,0.3717121114779656,0.31319927876888093,1.7968645218821413,1.7968645218821413,,,,,,
quant_diff,0.0,20.0,1.0,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,80000.0,79999.93424987793,0.014986757342836828,0.014982568468702986,0.015274961842247116,781.5042640844171,781.2858297078255,796.5330685192274,diff,simple,0.6,0.544864173470646,30000.0,30000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,2,16.086296615612845,19.922118801354785,127.29597057267604,620.6517715070858,776.3831859416056,6117.814782317347,604.565474891473,756.4610671402507,5990.5188117446705,776.096708463066,22.164810637642468,22.164810637642468,29999.958938598633,nan,nan,0.0,0.0,0.0
hybrid_diff,0.0,20.0,1.0,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,80000.0,79999.93424987793,0.007259498724978718,0.0072656074092597184,0.007377637939435589,0.3073324383156135,0.3075910507771765,0.3123338873433255,diff,simple,0.6,0.544864173470646,30000.0,30000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,2,16.086296615612845,19.922118801354785,127.29597057267604,110.30637666316701,166.55625976094413,1411.6327203303656,94.22008004755416,146.63414095958936,1284.3367497576896,165.17756282493264,5.490142186268853,5.490142186268853,29999.958938598633,0.014982568468702986,781.2858297078255,0.0,0.0,0.0
quant_noon2,0.0,20.0,1.0,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.6799748024770194,80000.0,80000.0,79999.93424987793,0.014847028454943487,0.014846848492521107,0.015165121585587981,0.47850303868813204,0.4784972387015407,0.48875482274452564,noon2,simple,0.6,0.544864173470646,30000.0,30000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,2,16.086296615612845,19.922118801354785,127.29597057267604,16.09753318718611,19.936705152533797,128.70883052995208,0.011236571573265138,0.014586351179010432,1.4128599572760379,0.4831173644977001,1.7983053626248495,1.7983053626248495,30000.014602661133,nan,nan,0.0,0.0,0.0
hybrid_noon2,0.0,20.0,1.0,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.6799748024770194,80000.0,80000.0,79999.93424987793,0.007259498724978718,0.0072656074092597184,0.007377637939435589,0.3073324383156135,0.3075910507771765,0.3123338873433255,noon2,simple,0.6,0.544864173470646,30000.0,30000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,2,16.086296615612845,19.922118801354785,127.29597057267604,16.087776740248813,19.924625352637914,127.667682684154,0.0014801246359701348,0.0025065512831299705,0.3717121114779656,0.31319927876888093,1.7968645218821413,1.7968645218821413,30000.014602661133,0.014846848492521107,0.4784972387015407,0.0,0.0,0.0
classical,0.0,20.0,1.0,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,80000.0,79999.08157348633,0.007258500029915325,0.007264086763990218,0.00737416062430273,0.30729015834552276,0.3075266739329626,0.3121866744600315,-,simple,0.6,0.544864173470646,30000.0,30000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,3,16.17470535701468,19.99906821070035,124.24932888295653,16.177387951440064,20.001811092194092,125.4379248227037,0.002682594425386492,0.0027428814937421274,1.1885959397471735,0.31192805906908067,0.7731163109434468,0.7731163109434468,,,,,,
quant_diff,0.0,20.0,1.0,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,80000.0,79999.08157348633,0.014984871241703838,0.014983129194250511,0.015274172170780273,781.4059108486764,781.3150694824043,796.4918900571729,diff,simple,0.6,0.544864173470646,30000.0,30000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,3,16.17470535701468,19.99906821070035,124.24932888295653,625.2778149321373,784.4646474849121,6671.62427009978,609.1031095751226,764.4655792742118,6547.3749412168245,784.497179453191,-2.8482838200241742,-2.8482838200241742,29999.488647460938,nan,nan,0.0,0.0,0.0
hybrid_diff,0.0,20.0,1.0,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,80000.0,79999.08157348633,0.007258500029915325,0.007264086763990218,0.00737416062430273,0.30729015834552276,0.3075266739329626,0.3121866744600315,diff,simple,0.6,0.544864173470646,30000.0,30000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,3,16.17470535701468,19.99906821070035,124.24932888295653,117.47177718471164,171.24127463258137,1375.1545003926753,101.29707182769697,151.242206421881,1250.9051715097187,171.44916013036337,1.9942686632150088,1.9942686632150088,29999.488647460938,0.014983129194250511,781.3150694824043,0.0,0.0,0.0
quant_noon2,0.0,20.0,1.0,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.6799748024770194,80000.0,80000.0,79999.08157348633,0.014847707309875158,0.014845697105898377,0.015161778426828297,0.47852491741953074,0.47846013080487626,0.48864707649549133,noon2,simple,0.6,0.544864173470646,30000.0,30000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,3,16.17470535701468,19.99906821070035,124.24932888295653,16.174631091311763,20.001869901515608,124.23993178015242,-7.426570291684219e-05,0.0028016908152591943,-0.009397102804118592,0.4845995756540565,0.7799018497481395,0.7799018497481395,29999.36117553711,nan,nan,0.0,0.0,0.0
hybrid_noon2,0.0,20.0,1.0,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.6799748024770194,80000.0,80000.0,79999.08157348633,0.007258500029915325,0.007264086763990218,0.00737416062430273,0.30729015834552276,0.3075266739329626,0.3121866744600315,noon2,simple,0.6,0.544864173470646,30000.0,30000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,3,16.17470535701468,19.99906821070035,124.24932888295653,16.177387951440064,20.001811092194092,125.4379248227037,0.002682594425386492,0.0027428814937421274,1.1885959397471735,0.31192805906908067,0.7731163109434468,0.7731163109434468,29999.36117553711,0.014845697105898377,0.47846013080487626,0.0,0.0,0.0
classical,0.0,20.0,1.0,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,80000.0,80001.66641235352,0.007258279028063959,0.007264596309493257,0.0073761264417487316,0.3072808021846601,0.307548245651316,0.31226989776398834,-,simple,0.6,0.544864173470646,30000.0,30000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,4,16.160044231162853,19.972052716553165,124.07885299492368,16.16007077463701,19.973828916782818,124.70153536264748,2.654347415809936e-05,0.0017762002296522177,0.6226823677237927,0.30662459680401755,-4.286687443754818,-4.286687443754818,,,,,,
quant_diff,0.0,20.0,1.0,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,80000.0,80001.66641235352,0.014985930927055444,0.014983602413037032,0.015270791543707692,781.4611695415292,781.3397461013053,796.3156027915513,diff,simple,0.6,0.544864173470646,30000.0,30000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,4,16.160044231162853,19.972052716553165,124.07885299492368,621.3567455890328,778.4639992761142,6292.652753795323,605.19670135787,758.491946559561,6168.5739008004,778.1853110786673,-19.45828454966327,-19.45828454966327,30000.88623046875,nan,nan,0.0,0.0,0.0
hybrid_diff,0.0,20.0,1.0,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,80000.0,80001.66641235352,0.007258279028063959,0.007264596309493257,0.0073761264417487316,0.3072808021846601,0.307548245651316,0.31226989776398834,diff,simple,0.6,0.544864173470646,30000.0,30000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,4,16.160044231162853,19.972052716553165,124.07885299492368,109.77544930358314,165.78256133467002,1144.3194744121881,93.61540507242029,145.81050861811684,1020.2406214172644,164.74394905310623,-6.617172354614887,-6.617172354614887,30000.88623046875,0.014983602413037032,781.3397461013053,0.0,0.0,0.0
quant_noon2,0.0,20.0,1.0,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.6799748024770194,80000.0,80000.0,80001.66641235352,0.01484672122256618,0.014845139541081298,0.01516247186810868,0.478493136933948,0.478442161117538,0.4886694253285135,noon2,simple,0.6,0.544864173470646,30000.0,30000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,4,16.160044231162853,19.972052716553165,124.07885299492368,16.164396347440533,19.977414747847725,123.65309186807919,0.004352116277679617,0.005362031294560629,-0.425761126844494,0.4809994359613564,-4.339207913660896,-4.339207913660896,30000.912536621094,nan,nan,0.0,0.0,0.0
