method,step_nm,rms_nm,sample_reflectivity,sample_visibility_scale,coherence_model,incidence_cos,coherence_class,coherence_quant,lambda_class_nm,lambda1_nm,lambda2_nm,lambda_eff_um,class_visibility,class_visibility_eff,class_photons_per_pixel,class_photons_per_pixel_eff,class_mean_counts_per_pixel_frame,crlb_phi_rad_mean,crlb_phi_rad_median,crlb_phi_rad_p90,crlb_h_nm_mean,crlb_h_nm_median,crlb_h_nm_p90,quant_interferometer,quant_detector_model,quant_visibility,quant_visibility_eff,quant_pairs_per_pixel,quant_pairs_per_pixel_eff,gate_time_s,tau_c_s,eta1,eta2,dark1_hz,dark2_hz,phase_step_sigma_deg,background_drift_frac,amplitude_drift_frac,normalize_frames,hybrid_smooth_sigma_px,recon,rep,Sa_true_nm,Sq_true_nm,Sz_true_nm,Sa_est_nm,Sq_est_nm,Sz_est_nm,bias_Sa_nm,bias_Sq_nm,bias_Sz_nm,rmse_h_nm,step_est_nm,step_err_nm,quant_mean_counts_per_pixel_frame,crlb_phi_coarse_rad_median,crlb_h_coarse_nm_median,quant_target_mean_counts,quant_target_mean_counts_eff,su11_gain
hybrid_noon2,0.0,20.0,0.5,0.7,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.47598236173391356,80000.0,40000.0,39999.359283447266,0.01476882084083008,0.014768340928233528,0.01506445617283191,0.6252412035614847,0.6252208863585945,0.6377569888627123,noon2,simple,0.6,0.38140492142945215,30000.0,15000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,8,15.715791139906884,19.741892577155458,135.8693639537235,15.724328260127853,19.75310078757174,137.4639319623722,0.008537120220969354,0.011208210416281221,1.5945680086486862,0.6257911032439989,-1.8097794725959793,-1.8097794725959793,14999.615051269531,0.030133840363884973,0.9711798037715104,0.0,0.0,0.0
classical,0.0,20.0,0.5,0.7,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.47598236173391356,80000.0,40000.0,39999.71098327637,0.014766712395144911,0.014765384567733117,0.015067713676046868,0.6251519420603774,0.6250957282015988,0.6378948959612325,-,simple,0.6,0.38140492142945215,30000.0,15000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,9,15.896610679050132,19.83373593075923,145.5413025997174,15.908566452812307,19.845454167253816,146.0235198446139,0.011955773762174594,0.011718236494586464,0.4822172448965053,0.6266652679514156,-1.740975970906102,-1.740975970906102,,,,,,
quant_diff,0.0,20.0,0.5,0.7,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.47598236173391356,80000.0,40000.0,39999.71098327637,0.03028929191140279,0.030267466981752436,0.031478880201466254,1579.475148850193,1578.3370590556556,1641.5078020734625,diff,simple,0.6,0.38140492142945215,30000.0,15000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,9,15.896610679050132,19.83373593075923,145.5413025997174,1253.4485316333369,1577.1604968209995,13436.202273302175,1237.5519209542867,1557.3267608902404,13290.660970702456,1577.174936417089,17.760319422970376,17.760319422970376,14999.801284790039,nan,nan,0.0,0.0,0.0
hybrid_diff,0.0,20.0,0.5,0.7,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.47598236173391356,80000.0,40000.0,39999.71098327637,0.014766712395144911,0.014765384567733117,0.015067713676046868,0.6251519420603774,0.6250957282015988,0.6378948959612325,diff,simple,0.6,0.38140492142945215,30000.0,15000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,9,15.896610679050132,19.83373593075923,145.5413025997174,246.0258787917809,323.0172466238037,2464.9929610529416,230.12926811273076,303.18351069304447,2319.4516584532244,323.19870075840186,2.6840766112585768,2.6840766112585768,14999.801284790039,0.030267466981752436,1578.3370590556556,0.0,0.0,0.0
quant_noon2,0.0,20.0,0.5,0.7,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.47598236173391356,80000.0,40000.0,39999.71098327637,0.030163457945474734,0.030134684994197698,0.03135266316408041,0.972134345135279,0.9712070252571048,1.0104610926358628,noon2,simple,0.6,0.38140492142945215,30000.0,15000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,9,15.896610679050132,19.83373593075923,145.5413025997174,15.906254434839635,19.853029950342066,146.15007076112556,0.009643755789502802,0.019294019582838717,0.6087681614081445,0.9712542851129495,-1.8025199186578438,-1.8025199186578438,14999.819564819336,nan,nan,0.0,0.0,0.0
hybrid_noon2,0.0,20.0,0.5,0.7,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.47598236173391356,80000.0,40000.0,39999.71098327637,0.014766712395144911,0.014765384567733117,0.015067713676046868,0.6251519420603774,0.6250957282015988,0.6378948959612325,noon2,simple,0.6,0.38140492142945215,30000.0,15000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,9,15.896610679050132,19.83373593075923,145.5413025997174,15.908566452812307,19.845454167253816,146.0235198446139,0.011955773762174594,0.011718236494586464,0.4822172448965053,0.6266652679514156,-1.740975970906102,-1.740975970906102,14999.819564819336,0.030134684994197698,0.9712070252571048,0.0,0.0,0.0
classical,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,16000.0,15999.311553955078,0.01623130623084965,0.01623357462847759,0.01663143864305437,0.6871558367811486,0.6872518698821211,0.7040955284252636,-,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,0,16.13056008130645,19.94669127082623,136.31647721230465,16.135131102602053,19.956148476206522,136.21978553099035,0.0045710212956007,0.009457205380294162,-0.09669168131430773,0.7000053851025814,-1.267592104335509,-1.267592104335509,,,,,,
quant_diff,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,16000.0,15999.311553955078,0.03350885295744175,0.03346304947386229,0.034957501086256886,1747.363413696367,1744.9749305236292,1822.9050845147085,diff,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,0,16.13056008130645,19.94669127082623,136.31647721230465,1400.2102818274602,1748.7665941460398,13386.756542876505,1384.0797217461536,1728.8199028752135,13250.440065664201,1748.561867031,-15.845016914146507,-15.845016914146507,5999.643661499023,nan,nan,0.0,0.0,0.0
hybrid_diff,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,16000.0,15999.311553955078,0.01623130623084965,0.01623357462847759,0.01663143864305437,0.6871558367811486,0.6872518698821211,0.7040955284252636,diff,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,0,16.13056008130645,19.94669127082623,136.31647721230465,272.793596112591,350.0945103210484,2855.5067646068173,256.6630360312845,330.14781905022215,2719.1902873945123,349.30741355241315,-3.672928617995306,-3.672928617995306,5999.643661499023,0.03346304947386229,1744.9749305236292,0.0,0.0,0.0
quant_noon2,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.6799748024770194,80000.0,16000.0,15999.311553955078,0.03321321616337375,0.033167262478972837,0.03470072922504471,1.0704246244970652,1.0689435889018628,1.1183654984745004,noon2,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,0,16.13056008130645,19.94669127082623,136.31647721230465,16.14723580220498,19.959773488184236,136.7191464368901,0.016675720898526543,0.01308221735800589,0.40266922458546295,1.0825002958497132,-1.213397343713748,-1.213397343713748,5999.6083984375,nan,nan,0.0,0.0,0.0
hybrid_noon2,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.6799748024770194,80000.0,16000.0,15999.311553955078,0.01623130623084965,0.01623357462847759,0.01663143864305437,0.6871558367811486,0.6872518698821211,0.7040955284252636,noon2,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,0,16.13056008130645,19.94669127082623,136.31647721230465,16.135131102602053,19.956148476206522,136.21978553099035,0.0045710212956007,0.009457205380294162,-0.09669168131430773,0.7000053851025814,-1.267592104335509,-1.267592104335509,5999.6083984375,0.033167262478972837,1.0689435889018628,0.0,0.0,0.0
classical,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,16000.0,16000.679061889648,0.016242955800229848,0.016247994953520438,0.016645138440435588,0.6876490238039143,0.6878623574411962,0.7046755122909693,-,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,1,15.863852317621603,19.983001028833215,140.20670746595619,15.88575516395201,20.006474144119377,140.87598304454542,0.02190284633040654,0.023473115286161937,0.6692755785892366,0.6955398128017459,0.8430885341947318,0.8430885341947318,,,,,,
quant_diff,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,16000.0,16000.679061889648,0.03352869843496026,0.03348540984362631,0.03497040489980727,1748.3982823439812,1746.1409415503867,1823.5779709224803,diff,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,1,15.863852317621603,19.983001028833215,140.20670746595619,1384.2985397863993,1735.9122231637568,13851.643144558,1368.4346874687776,1715.9292221349235,13711.436437092043,1735.688200405693,0.0,0.0,6000.392181396484,nan,nan,0.0,0.0,0.0
hybrid_diff,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,16000.0,16000.679061889648,0.016242955800229848,0.016247994953520438,0.016645138440435588,0.6876490238039143,0.6878623574411962,0.7046755122909693,diff,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,1,15.863852317621603,19.983001028833215,140.20670746595619,260.02817771995166,339.87093384757867,2668.305792274811,244.16432540233006,319.88793281874547,2528.099084808855,338.7912292416445,3.069146565932877,3.069146565932877,6000.392181396484,0.03348540984362631,1746.1409415503867,0.0,0.0,0.0
quant_noon2,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.6799748024770194,80000.0,16000.0,16000.679061889648,0.03323918756658938,0.03320903935363105,0.03473150078895459,1.071261653630227,1.070290010613892,1.1193572313913427,noon2,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,1,15.863852317621603,19.983001028833215,140.20670746595619,15.874786177131533,20.002392620962155,142.4076598153528,0.010933859509928897,0.01939159212894051,2.2009523493966094,1.0793503641201292,0.818585202318777,0.818585202318777,6000.378265380859,nan,nan,0.0,0.0,0.0
hybrid_noon2,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.6799748024770194,80000.0,16000.0,16000.679061889648,0.016242955800229848,0.016247994953520438,0.016645138440435588,0.6876490238039143,0.6878623574411962,0.7046755122909693,noon2,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,1,15.863852317621603,19.983001028833215,140.20670746595619,15.88575516395201,20.006474144119377,140.87598304454542,0.02190284633040654,0.023473115286161937,0.6692755785892366,0.6955398128017459,0.8430885341947318,0.8430885341947318,6000.378265380859,0.03320903935363105,1.070290010613892,0.0,0.0,0.0
classical,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,16000.0,15999.924346923828,0.01623497183683911,0.01624041964463243,0.0166412680109686,0.6873110209983134,0.687541655111773,0.7045116568278745,-,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,2,16.086296615612845,19.922118801354785,127.29597057267604,16.0899815814551,19.93293208557628,127.75010205326997,0.0036849658422549686,0.010813284221494355,0.45413148059393177,0.6910975270484039,1.7380555991569302,1.7380555991569302,,,,,,
quant_diff,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,16000.0,15999.924346923828,0.03352418210622832,0.03347641335817693,0.03496249624082563,1748.1627724146965,1745.6718079293084,1823.16556344994,diff,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,2,16.086296615612845,19.922118801354785,127.29597057267604,1386.6651558108256,1743.6154939332014,14301.431167310107,1370.5788591952128,1723.6933751318466,14174.135196737432,1743.4297959119208,-16.1318858200967,-16.1318858200967,5999.997299194336,nan,nan,0.0,0.0,0.0
hybrid_diff,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,16000.0,15999.924346923828,0.01623497183683911,0.01624041964463243,0.0166412680109686,0.6873110209983134,0.687541655111773,0.7045116568278745,diff,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,2,16.086296615612845,19.922118801354785,127.29597057267604,256.6245962949489,333.9224239941035,2708.4706853473544,240.53829967933606,314.0003051927487,2581.1747147746783,333.28799144840127,7.9895182030571235,7.9895182030571235,5999.997299194336,0.03347641335817693,1745.6718079293084,0.0,0.0,0.0
quant_noon2,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.6799748024770194,80000.0,16000.0,15999.924346923828,0.03321782934150468,0.03318907532324397,0.03471096671758978,1.0705733020429025,1.0696465923545635,1.1186954413520418,noon2,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,2,16.086296615612845,19.922118801354785,127.29597057267604,16.107379304500057,19.955609225982986,130.73147474854352,0.02108268888721448,0.03349042462819946,3.4355041758674716,1.0766712743468747,1.893665776488729,1.893665776488729,5999.995559692383,nan,nan,0.0,0.0,0.0
hybrid_noon2,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.6799748024770194,80000.0,16000.0,15999.924346923828,0.01623497183683911,0.01624041964463243,0.0166412680109686,0.6873110209983134,0.687541655111773,0.7045116568278745,noon2,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,2,16.086296615612845,19.922118801354785,127.29597057267604,16.0899815814551,19.93293208557628,127.75010205326997,0.0036849658422549686,0.010813284221494355,0.45413148059393177,0.6910975270484039,1.7380555991569302,1.7380555991569302,5999.995559692383,0.03318907532324397,1.0696465923545635,0.0,0.0,0.0
classical,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,16000.0,15999.64077758789,0.016231195542454675,0.016235300711178936,0.01663432902255942,0.6871511507641648,0.6873249439641529,0.704217893262644,-,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,3,16.17470535701468,19.99906821070035,124.24932888295653,16.183459496159895,20.009786748769635,125.3020090887001,0.008754139145217023,0.010718538069284194,1.0526802057435685,0.6963521571727811,0.7556019640584957,0.7556019640584957,,,,,,
quant_diff,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,16000.0,15999.64077758789,0.033513851393285256,0.03347369103643548,0.034957698146238766,1747.6240637380065,1745.5298488650174,1822.9153604678447,diff,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,3,16.17470535701468,19.99906821070035,124.24932888295653,1404.8304502400736,1759.581987461516,13820.804005361895,1388.6557448830588,1739.5829192508158,13696.55467647894,1759.3674235055428,-13.908158045124123,-13.908158045124123,5999.687194824219,nan,nan,0.0,0.0,0.0
hybrid_diff,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,16000.0,15999.64077758789,0.016231195542454675,0.016235300711178936,0.01663432902255942,0.6871511507641648,0.6873249439641529,0.704217893262644,diff,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,3,16.17470535701468,19.99906821070035,124.24932888295653,285.4930334613844,361.3205664605406,2750.8685887041797,269.3183281043697,341.3214982498402,2626.6192598212233,360.3824113559939,0.42673882152954984,0.42673882152954984,5999.687194824219,0.03347369103643548,1745.5298488650174,0.0,0.0,0.0
quant_noon2,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.6799748024770194,80000.0,16000.0,15999.64077758789,0.03320890944613829,0.033177879225826136,0.03468296067634203,1.0702858238414192,1.0692857547194676,1.1177928381220863,noon2,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,3,16.17470535701468,19.99906821070035,124.24932888295653,16.1971381126093,20.019661059144727,125.68325888485816,0.02243275559461947,0.020592848444378403,1.4339300019016377,1.0784818232495466,0.724243800303972,0.724243800303972,5999.714874267578,nan,nan,0.0,0.0,0.0
hybrid_noon2,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.6799748024770194,80000.0,16000.0,15999.64077758789,0.016231195542454675,0.016235300711178936,0.01663432902255942,0.6871511507641648,0.6873249439641529,0.704217893262644,noon2,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,3,16.17470535701468,19.99906821070035,124.24932888295653,16.183459496159895,20.009786748769635,125.3020090887001,0.008754139145217023,0.010718538069284194,1.0526802057435685,0.6963521571727811,0.7556019640584957,0.7556019640584957,5999.714874267578,0.033177879225826136,1.0692857547194676,0.0,0.0,0.0
classical,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,16000.0,16000.670181274414,0.016230126882702613,0.016232089657833713,0.016635146708355072,0.6871059088239462,0.6871890033308481,0.7042525101664928,-,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,4,16.160044231162853,19.972052716553165,124.07885299492368,16.167930405896772,19.985650049431857,125.33570906929529,0.007886174733919655,0.013597332878693927,1.2568560743716133,0.6926526588471873,-4.3463408373186985,-4.3463408373186985,,,,,,
quant_diff,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,16000.0,16000.670181274414,0.033520473049725746,0.03348797958227749,0.03498349312060545,1747.9693587624847,1746.2749439678237,1824.2604734898516,diff,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,4,16.160044231162853,19.972052716553165,124.07885299492368,1392.782938198462,1743.234114149451,12652.694926191909,1376.6228939672994,1723.2620614328978,12528.616073196985,1743.1332832644844,79.24745689179287,79.24745689179287,6000.363265991211,nan,nan,0.0,0.0,0.0
hybrid_diff,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,16000.0,16000.670181274414,0.016230126882702613,0.016232089657833713,0.016635146708355072,0.6871059088239462,0.6871890033308481,0.7042525101664928,diff,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,4,16.160044231162853,19.972052716553165,124.07885299492368,266.25614323044766,342.72805585418126,2409.953880784152,250.0960989992848,322.7560031376281,2285.875027789228,342.3833254217015,6.629475061637823,6.629475061637823,6000.363265991211,0.03348797958227749,1746.2749439678237,0.0,0.0,0.0
quant_noon2,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.6799748024770194,80000.0,16000.0,16000.670181274414,0.033211504358054963,0.03317885240190279,0.03469345481101347,1.0703694549357508,1.0693171190905448,1.1181310522868886,noon2,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,4,16.160044231162853,19.972052716553165,124.07885299492368,16.180798201165363,19.999385546254132,125.0204860642923,0.020753970002508487,0.027332829700966496,0.9416330693686118,1.0739725780182763,-4.286043465577987,-4.286043465577987,6000.365081787109,nan,nan,0.0,0.0,0.0
hybrid_noon2,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.6799748024770194,80000.0,16000.0,16000.670181274414,0.016230126882702613,0.016232089657833713,0.016635146708355072,0.6871059088239462,0.6871890033308481,0.7042525101664928,noon2,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,4,16.160044231162853,19.972052716553165,124.07885299492368,16.167930405896772,19.985650049431857,125.33570906929529,0.007886174733919655,0.013597332878693927,1.2568560743716133,0.6926526588471873,-4.3463408373186985,-4.3463408373186985,6000.365081787109,0.03317885240190279,1.0693171190905448,0.0,0.0,0.0
classical,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,16000.0,15999.941986083984,0.016236494310453035,0.01623592336322071,0.016641886100059924,0.6873754752458814,0.687351304072126,0.7045378237623597,-,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,5,15.957990603016844,19.68035655564542,124.31199589454579,15.974381146986733,19.695567116895415,125.47217792993352,0.016390543969889267,0.015210561249994401,1.16018203538773,0.6883012263521655,-4.145207125728452,-4.145207125728452,,,,,,
quant_diff,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,16000.0,15999.941986083984,0.03353005943418233,0.033484612816198495,0.034965563538438146,1748.4692534467447,1746.099379502028,1823.3255117368547,diff,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,5,15.957990603016844,19.68035655564542,124.31199589454579,1376.0733808763737,1729.3189649463338,13731.752679421297,1360.1153902733565,1709.6386083906884,13607.440683526751,1729.0970828379347,0.09858587073945044,0.09858587073945044,5999.999252319336,nan,nan,0.0,0.0,0.0
hybrid_diff,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,16000.0,15999.941986083984,0.016236494310453035,0.01623592336322071,0.016641886100059924,0.6873754752458814,0.687351304072126,0.7045378237623597,diff,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,5,15.957990603016844,19.68035655564542,124.31199589454579,260.72442779242147,338.4218461846437,2648.9169610828444,244.7664371894046,318.7414896289983,2524.6049651882986,337.4214510593317,0.2784395895807259,0.2784395895807259,5999.999252319336,0.033484612816198495,1746.099379502028,0.0,0.0,0.0
quant_noon2,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.6799748024770194,80000.0,16000.0,15999.941986083984,0.03321412724804562,0.03317254293452014,0.03468474689138602,1.0704539877319585,1.0691137720487944,1.1178504058252057,noon2,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,5,15.957990603016844,19.68035655564542,124.31199589454579,15.987440928498529,19.718282122224814,124.11238164440056,0.0294503254816853,0.03792556657939476,-0.19961425014523182,1.078533368842356,-3.955939193433373,-3.955939193433373,6000.017837524414,nan,nan,0.0,0.0,0.0
hybrid_noon2,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,0.405,0.85,0.6799748024770194,80000.0,16000.0,15999.941986083984,0.016236494310453035,0.01623592336322071,0.016641886100059924,0.6873754752458814,0.687351304072126,0.7045378237623597,noon2,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,5,15.957990603016844,19.68035655564542,124.31199589454579,15.974381146986733,19.695567116895415,125.47217792993352,0.016390543969889267,0.015210561249994401,1.16018203538773,0.6883012263521655,-4.145207125728452,-4.145207125728452,6000.017837524414,0.03317254293452014,1.0691137720487944,0.0,0.0,0.0
classical,0.0,20.0,0.2,1.0,rayleigh,1.0,0.799970355855317,0.9081069557844099,532.0,810.0,809.0,655.2899999999507,0.85,0.6799748024770194,80000.0,16000.0,15999.55078125,0.01624026909125282,0.01624517308045853,0.01664199364946963,0.687535281402099,0.6877428928388059,0.7045423768897282,-,simple,0.6,0.544864173470646,30000.0,6000.0,1.0,1e-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.5,psi4,6,16.002060947397013,19.952979247129885,130.15937734702007,16.013707259238878,19.96791845971113,129.44920920570672,0.011646311841863174,0.014939212581242691,-0.7101681413133505,0.6978618482137787,-0.9565224938098006,-0.9565224938098006,,,,,,
